Subject;AgeGroup;ItemID;Position;CorrectChoice;RiskyChoice;Gender;NegativeAffect;Numeracy
56;younger;55;99;1;0;male;3;10
56;younger;56;88;1;1;male;3;10
56;younger;57;36;1;0;male;3;10
56;younger;58;66;1;1;male;3;10
56;younger;59;54;1;1;male;3;10
56;younger;60;53;1;1;male;3;10
56;younger;61;83;1;0;male;3;10
56;younger;62;8;1;1;male;3;10
56;younger;63;70;1;0;male;3;10
56;younger;64;13;1;1;male;3;10
56;younger;65;60;1;0;male;3;10
56;younger;66;10;1;1;male;3;10
56;younger;67;81;1;1;male;3;10
56;younger;68;61;1;0;male;3;10
56;younger;69;97;1;1;male;3;10
56;younger;70;103;1;1;male;3;10
56;younger;71;30;1;1;male;3;10
56;younger;72;80;1;0;male;3;10
56;younger;73;55;0;0;male;3;10
56;younger;74;47;1;0;male;3;10
56;younger;75;31;1;0;male;3;10
56;younger;76;23;1;1;male;3;10
56;younger;77;12;1;0;male;3;10
56;younger;78;19;1;0;male;3;10
56;younger;79;105;1;1;male;3;10
56;younger;80;90;1;1;male;3;10
56;younger;81;40;0;0;male;3;10
56;younger;82;28;1;0;male;3;10
56;younger;83;96;1;1;male;3;10
56;younger;84;34;1;0;male;3;10
56;younger;85;18;0;0;male;3;10
56;younger;86;77;0;0;male;3;10
56;younger;87;44;0;0;male;3;10
56;younger;88;22;1;1;male;3;10
56;younger;89;25;1;0;male;3;10
56;younger;90;16;1;1;male;3;10
56;younger;91;33;1;1;male;3;10
56;younger;92;57;0;0;male;3;10
56;younger;93;75;1;0;male;3;10
56;younger;94;85;1;1;male;3;10
56;younger;95;20;1;0;male;3;10
56;younger;96;92;0;0;male;3;10
56;younger;97;94;1;0;male;3;10
56;younger;98;38;1;1;male;3;10
56;younger;99;67;0;0;male;3;10
56;younger;100;82;0;1;male;3;10
56;younger;101;98;1;1;male;3;10
56;younger;102;73;1;0;male;3;10
56;younger;103;4;0;0;male;3;10
56;younger;104;48;1;0;male;3;10
56;younger;105;26;0;0;male;3;10
57;younger;1;80;0;0;female;2.5;10
57;younger;2;90;1;0;female;2.5;10
57;younger;3;32;0;0;female;2.5;10
57;younger;4;84;0;1;female;2.5;10
57;younger;5;71;1;1;female;2.5;10
57;younger;6;63;1;NA;female;2.5;10
57;younger;7;17;0;0;female;2.5;10
57;younger;8;45;0;1;female;2.5;10
57;younger;9;51;1;1;female;2.5;10
57;younger;10;73;0;1;female;2.5;10
57;younger;11;101;1;1;female;2.5;10
57;younger;12;2;0;1;female;2.5;10
57;younger;13;27;1;0;female;2.5;10
57;younger;14;19;1;0;female;2.5;10
57;younger;15;79;1;0;female;2.5;10
57;younger;16;13;1;0;female;2.5;10
57;younger;17;89;1;1;female;2.5;10
57;younger;18;15;1;1;female;2.5;10
57;younger;19;39;0;0;female;2.5;10
57;younger;20;65;0;0;female;2.5;10
57;younger;21;33;1;1;female;2.5;10
57;younger;22;92;1;NA;female;2.5;10
57;younger;23;59;0;1;female;2.5;10
57;younger;24;61;NA;1;female;2.5;10
57;younger;25;95;1;1;female;2.5;10
57;younger;26;67;1;1;female;2.5;10
57;younger;27;78;1;1;female;2.5;10
57;younger;28;14;1;1;female;2.5;10
57;younger;29;70;1;1;female;2.5;10
57;younger;30;10;1;1;female;2.5;10
57;younger;31;86;1;0;female;2.5;10
57;younger;32;99;1;1;female;2.5;10
57;younger;33;75;0;0;female;2.5;10
57;younger;34;47;1;0;female;2.5;10
57;younger;35;96;0;0;female;2.5;10
57;younger;36;36;1;0;female;2.5;10
57;younger;37;76;1;1;female;2.5;10
57;younger;38;20;1;0;female;2.5;10
57;younger;39;100;0;0;female;2.5;10
57;younger;40;24;1;0;female;2.5;10
57;younger;41;8;0;0;female;2.5;10
57;younger;42;50;1;1;female;2.5;10
57;younger;43;40;0;1;female;2.5;10
57;younger;44;23;1;1;female;2.5;10
57;younger;45;57;1;1;female;2.5;10
57;younger;46;103;0;1;female;2.5;10
57;younger;47;35;1;0;female;2.5;10
57;younger;48;68;0;0;female;2.5;10
57;younger;49;11;1;0;female;2.5;10
57;younger;50;85;1;0;female;2.5;10
57;younger;51;46;1;1;female;2.5;10
57;younger;52;49;0;0;female;2.5;10
57;younger;53;1;1;1;female;2.5;10
57;younger;54;77;0;0;female;2.5;10
57;younger;55;25;1;0;female;2.5;10
57;younger;56;87;1;1;female;2.5;10
57;younger;57;69;1;0;female;2.5;10
57;younger;58;16;1;1;female;2.5;10
57;younger;59;82;1;1;female;2.5;10
57;younger;60;4;0;0;female;2.5;10
57;younger;61;37;1;0;female;2.5;10
57;younger;62;5;1;1;female;2.5;10
57;younger;63;38;0;1;female;2.5;10
57;younger;64;72;1;1;female;2.5;10
57;younger;65;28;1;0;female;2.5;10
57;younger;66;6;1;1;female;2.5;10
57;younger;67;94;1;1;female;2.5;10
57;younger;68;7;1;0;female;2.5;10
57;younger;69;74;1;1;female;2.5;10
57;younger;70;98;1;1;female;2.5;10
57;younger;71;64;1;1;female;2.5;10
57;younger;72;105;1;0;female;2.5;10
57;younger;73;91;1;1;female;2.5;10
57;younger;74;83;1;0;female;2.5;10
57;younger;75;9;0;1;female;2.5;10
57;younger;76;93;1;1;female;2.5;10
57;younger;77;29;1;0;female;2.5;10
57;younger;78;42;1;0;female;2.5;10
57;younger;79;34;1;1;female;2.5;10
57;younger;80;55;0;0;female;2.5;10
57;younger;81;88;1;1;female;2.5;10
57;younger;82;41;1;0;female;2.5;10
57;younger;83;62;0;0;female;2.5;10
57;younger;84;30;1;0;female;2.5;10
57;younger;85;43;1;1;female;2.5;10
57;younger;86;52;0;0;female;2.5;10
57;younger;87;56;1;1;female;2.5;10
57;younger;88;81;1;1;female;2.5;10
57;younger;89;12;0;1;female;2.5;10
57;younger;90;26;1;1;female;2.5;10
57;younger;91;3;0;0;female;2.5;10
57;younger;92;60;1;1;female;2.5;10
57;younger;93;21;1;0;female;2.5;10
57;younger;94;66;1;1;female;2.5;10
57;younger;95;104;1;0;female;2.5;10
57;younger;96;44;0;0;female;2.5;10
57;younger;97;54;0;1;female;2.5;10
57;younger;98;53;0;0;female;2.5;10
57;younger;99;58;1;1;female;2.5;10
57;younger;100;22;0;1;female;2.5;10
57;younger;101;97;1;1;female;2.5;10
57;younger;102;18;0;1;female;2.5;10
57;younger;103;31;1;1;female;2.5;10
57;younger;104;48;1;0;female;2.5;10
57;younger;105;102;1;1;female;2.5;10
58;younger;1;37;0;0;female;1.5;10
58;younger;2;5;1;0;female;1.5;10
58;younger;3;93;0;0;female;1.5;10
58;younger;4;61;1;0;female;1.5;10
58;younger;5;41;0;0;female;1.5;10
58;younger;6;39;1;NA;female;1.5;10
58;younger;7;19;0;0;female;1.5;10
58;younger;8;40;1;0;female;1.5;10
58;younger;9;53;0;0;female;1.5;10
58;younger;10;10;1;0;female;1.5;10
58;younger;11;52;0;0;female;1.5;10
58;younger;12;68;1;0;female;1.5;10
58;younger;13;102;1;0;female;1.5;10
58;younger;14;20;1;0;female;1.5;10
58;younger;15;98;1;0;female;1.5;10
58;younger;16;3;1;0;female;1.5;10
58;younger;17;80;0;0;female;1.5;10
58;younger;18;7;1;1;female;1.5;10
58;younger;19;22;1;1;female;1.5;10
58;younger;20;50;1;1;female;1.5;10
58;younger;21;51;1;1;female;1.5;10
58;younger;22;60;1;NA;female;1.5;10
58;younger;23;38;0;1;female;1.5;10
58;younger;24;42;NA;0;female;1.5;10
58;younger;25;47;1;1;female;1.5;10
58;younger;26;101;0;0;female;1.5;10
58;younger;27;46;0;0;female;1.5;10
58;younger;28;78;1;1;female;1.5;10
58;younger;29;95;0;0;female;1.5;10
58;younger;30;4;0;0;female;1.5;10
58;younger;31;6;0;1;female;1.5;10
58;younger;32;86;1;1;female;1.5;10
58;younger;33;62;1;1;female;1.5;10
58;younger;34;29;1;0;female;1.5;10
58;younger;35;45;1;1;female;1.5;10
58;younger;36;12;0;1;female;1.5;10
58;younger;37;71;0;0;female;1.5;10
58;younger;38;18;1;0;female;1.5;10
58;younger;39;15;1;1;female;1.5;10
58;younger;40;57;1;0;female;1.5;10
58;younger;41;36;1;1;female;1.5;10
58;younger;42;21;1;1;female;1.5;10
58;younger;43;96;0;1;female;1.5;10
58;younger;44;67;1;1;female;1.5;10
58;younger;45;74;1;1;female;1.5;10
58;younger;46;65;0;1;female;1.5;10
58;younger;47;66;1;0;female;1.5;10
58;younger;48;97;0;0;female;1.5;10
58;younger;49;58;1;0;female;1.5;10
58;younger;50;56;1;0;female;1.5;10
58;younger;51;48;0;0;female;1.5;10
58;younger;52;16;1;1;female;1.5;10
58;younger;53;99;1;1;female;1.5;10
58;younger;54;75;0;0;female;1.5;10
58;younger;55;32;1;0;female;1.5;10
58;younger;56;26;1;1;female;1.5;10
58;younger;57;105;1;0;female;1.5;10
58;younger;58;27;1;1;female;1.5;10
58;younger;59;24;1;1;female;1.5;10
58;younger;60;82;1;1;female;1.5;10
58;younger;61;70;1;0;female;1.5;10
58;younger;62;59;1;1;female;1.5;10
58;younger;63;104;0;1;female;1.5;10
58;younger;64;43;1;1;female;1.5;10
58;younger;65;87;1;0;female;1.5;10
58;younger;66;63;1;1;female;1.5;10
58;younger;67;85;1;1;female;1.5;10
58;younger;68;28;1;0;female;1.5;10
58;younger;69;17;1;1;female;1.5;10
58;younger;70;90;0;0;female;1.5;10
58;younger;71;77;1;1;female;1.5;10
58;younger;72;92;1;0;female;1.5;10
58;younger;73;55;1;1;female;1.5;10
58;younger;74;8;1;0;female;1.5;10
58;younger;75;14;0;1;female;1.5;10
58;younger;76;83;1;1;female;1.5;10
58;younger;77;25;1;0;female;1.5;10
58;younger;78;64;1;0;female;1.5;10
58;younger;79;76;1;1;female;1.5;10
58;younger;80;44;1;1;female;1.5;10
58;younger;81;23;0;0;female;1.5;10
58;younger;82;11;0;1;female;1.5;10
58;younger;83;81;1;1;female;1.5;10
58;younger;84;73;0;1;female;1.5;10
58;younger;85;49;1;1;female;1.5;10
58;younger;86;91;0;0;female;1.5;10
58;younger;87;100;1;1;female;1.5;10
58;younger;88;9;0;0;female;1.5;10
58;younger;89;103;0;1;female;1.5;10
58;younger;90;94;1;1;female;1.5;10
58;younger;91;33;1;1;female;1.5;10
58;younger;92;72;1;1;female;1.5;10
58;younger;93;79;1;0;female;1.5;10
58;younger;94;54;1;1;female;1.5;10
58;younger;95;35;1;0;female;1.5;10
58;younger;96;69;0;0;female;1.5;10
58;younger;97;30;0;1;female;1.5;10
58;younger;98;89;1;1;female;1.5;10
58;younger;99;2;0;0;female;1.5;10
58;younger;100;34;0;1;female;1.5;10
58;younger;101;31;1;1;female;1.5;10
58;younger;102;1;1;0;female;1.5;10
58;younger;103;13;0;0;female;1.5;10
58;younger;104;84;1;0;female;1.5;10
58;younger;105;88;0;0;female;1.5;10
59;younger;1;38;1;1;female;2.25;10
59;younger;2;14;1;0;female;2.25;10
59;younger;3;94;1;1;female;2.25;10
59;younger;4;27;1;0;female;2.25;10
59;younger;5;48;0;0;female;2.25;10
59;younger;6;25;1;NA;female;2.25;10
59;younger;7;96;1;1;female;2.25;10
59;younger;8;87;0;1;female;2.25;10
59;younger;9;46;1;1;female;2.25;10
59;younger;10;59;1;0;female;2.25;10
59;younger;11;45;1;1;female;2.25;10
59;younger;12;31;1;0;female;2.25;10
59;younger;13;21;1;0;female;2.25;10
59;younger;14;93;1;0;female;2.25;10
59;younger;15;35;1;0;female;2.25;10
59;younger;16;10;1;0;female;2.25;10
59;younger;17;74;0;0;female;2.25;10
59;younger;18;104;0;0;female;2.25;10
59;younger;19;52;0;0;female;2.25;10
59;younger;20;43;1;1;female;2.25;10
59;younger;21;75;1;1;female;2.25;10
59;younger;22;71;0;NA;female;2.25;10
59;younger;23;20;1;0;female;2.25;10
59;younger;24;70;NA;0;female;2.25;10
59;younger;25;60;0;0;female;2.25;10
59;younger;26;47;1;1;female;2.25;10
59;younger;27;97;1;1;female;2.25;10
59;younger;28;67;1;1;female;2.25;10
59;younger;29;77;1;1;female;2.25;10
59;younger;30;64;1;1;female;2.25;10
59;younger;31;1;1;0;female;2.25;10
59;younger;32;44;0;0;female;2.25;10
59;younger;33;2;0;0;female;2.25;10
59;younger;34;63;0;1;female;2.25;10
59;younger;35;17;1;1;female;2.25;10
59;younger;36;81;1;0;female;2.25;10
59;younger;37;54;0;0;female;2.25;10
59;younger;38;19;1;0;female;2.25;10
59;younger;39;102;1;1;female;2.25;10
59;younger;40;28;1;0;female;2.25;10
59;younger;41;11;1;1;female;2.25;10
59;younger;42;105;0;0;female;2.25;10
59;younger;43;37;0;1;female;2.25;10
59;younger;44;23;1;1;female;2.25;10
59;younger;45;41;1;1;female;2.25;10
59;younger;46;56;1;0;female;2.25;10
59;younger;47;103;1;0;female;2.25;10
59;younger;48;84;0;0;female;2.25;10
59;younger;49;83;1;0;female;2.25;10
59;younger;50;88;1;0;female;2.25;10
59;younger;51;51;1;1;female;2.25;10
59;younger;52;80;0;0;female;2.25;10
59;younger;53;85;1;1;female;2.25;10
59;younger;54;92;0;0;female;2.25;10
59;younger;55;5;1;0;female;2.25;10
59;younger;56;65;1;1;female;2.25;10
59;younger;57;32;1;0;female;2.25;10
59;younger;58;39;1;1;female;2.25;10
59;younger;59;33;0;0;female;2.25;10
59;younger;60;12;0;0;female;2.25;10
59;younger;61;7;1;0;female;2.25;10
59;younger;62;68;1;1;female;2.25;10
59;younger;63;100;1;0;female;2.25;10
59;younger;64;42;1;1;female;2.25;10
59;younger;65;50;1;0;female;2.25;10
59;younger;66;61;1;1;female;2.25;10
59;younger;67;26;0;0;female;2.25;10
59;younger;68;91;1;0;female;2.25;10
59;younger;69;66;1;1;female;2.25;10
59;younger;70;98;0;0;female;2.25;10
59;younger;71;4;1;1;female;2.25;10
59;younger;72;40;0;1;female;2.25;10
59;younger;73;16;1;1;female;2.25;10
59;younger;74;69;1;0;female;2.25;10
59;younger;75;13;1;0;female;2.25;10
59;younger;76;3;0;0;female;2.25;10
59;younger;77;36;0;1;female;2.25;10
59;younger;78;49;0;1;female;2.25;10
59;younger;79;58;1;1;female;2.25;10
59;younger;80;9;1;1;female;2.25;10
59;younger;81;89;0;0;female;2.25;10
59;younger;82;6;1;0;female;2.25;10
59;younger;83;99;0;0;female;2.25;10
59;younger;84;76;1;0;female;2.25;10
59;younger;85;79;1;1;female;2.25;10
59;younger;86;101;0;0;female;2.25;10
59;younger;87;55;1;1;female;2.25;10
59;younger;88;30;1;1;female;2.25;10
59;younger;89;72;1;0;female;2.25;10
59;younger;90;78;0;0;female;2.25;10
59;younger;91;29;0;0;female;2.25;10
59;younger;92;24;0;0;female;2.25;10
59;younger;93;8;0;1;female;2.25;10
59;younger;94;53;0;0;female;2.25;10
59;younger;95;86;1;0;female;2.25;10
59;younger;96;62;0;0;female;2.25;10
59;younger;97;82;1;0;female;2.25;10
59;younger;98;73;1;1;female;2.25;10
59;younger;99;90;0;0;female;2.25;10
59;younger;100;22;0;1;female;2.25;10
59;younger;101;57;1;1;female;2.25;10
59;younger;102;18;1;0;female;2.25;10
59;younger;103;34;1;1;female;2.25;10
59;younger;104;15;1;0;female;2.25;10
59;younger;105;95;0;0;female;2.25;10
60;younger;1;83;0;0;female;2;6
60;younger;2;103;0;1;female;2;6
60;younger;3;48;1;1;female;2;6
60;younger;4;90;1;0;female;2;6
60;younger;5;7;1;1;female;2;6
60;younger;6;95;1;NA;female;2;6
60;younger;7;27;1;1;female;2;6
60;younger;8;45;1;0;female;2;6
60;younger;9;42;1;1;female;2;6
60;younger;10;13;1;0;female;2;6
60;younger;11;85;1;1;female;2;6
60;younger;12;26;1;0;female;2;6
60;younger;13;32;1;0;female;2;6
60;younger;14;55;1;0;female;2;6
60;younger;15;77;1;0;female;2;6
60;younger;16;14;0;1;female;2;6
60;younger;17;50;1;1;female;2;6
60;younger;18;68;1;1;female;2;6
60;younger;19;71;1;1;female;2;6
60;younger;20;49;1;1;female;2;6
60;younger;21;104;1;1;female;2;6
60;younger;22;84;1;NA;female;2;6
60;younger;23;28;1;0;female;2;6
60;younger;24;63;NA;1;female;2;6
60;younger;25;76;1;1;female;2;6
60;younger;26;22;1;1;female;2;6
60;younger;27;67;1;1;female;2;6
60;younger;28;53;1;1;female;2;6
60;younger;29;93;1;1;female;2;6
60;younger;30;105;1;1;female;2;6
60;younger;31;100;1;0;female;2;6
60;younger;32;60;1;1;female;2;6
60;younger;33;2;1;1;female;2;6
60;younger;34;25;0;1;female;2;6
60;younger;35;54;1;1;female;2;6
60;younger;36;15;0;1;female;2;6
60;younger;37;18;1;1;female;2;6
60;younger;38;92;1;0;female;2;6
60;younger;39;10;0;0;female;2;6
60;younger;40;86;1;0;female;2;6
60;younger;41;6;1;1;female;2;6
60;younger;42;99;1;1;female;2;6
60;younger;43;66;0;1;female;2;6
60;younger;44;33;1;1;female;2;6
60;younger;45;96;1;1;female;2;6
60;younger;46;101;1;0;female;2;6
60;younger;47;8;1;0;female;2;6
60;younger;48;89;0;0;female;2;6
60;younger;49;69;1;0;female;2;6
60;younger;50;35;1;0;female;2;6
60;younger;51;81;1;1;female;2;6
60;younger;52;4;1;1;female;2;6
60;younger;53;59;1;1;female;2;6
60;younger;54;44;1;1;female;2;6
60;younger;55;3;1;0;female;2;6
60;younger;56;57;1;1;female;2;6
60;younger;57;31;1;0;female;2;6
60;younger;58;20;1;1;female;2;6
60;younger;59;51;1;1;female;2;6
60;younger;60;62;1;1;female;2;6
60;younger;61;38;1;0;female;2;6
60;younger;62;98;1;1;female;2;6
60;younger;63;82;1;0;female;2;6
60;younger;64;70;1;1;female;2;6
60;younger;65;73;1;0;female;2;6
60;younger;66;94;1;1;female;2;6
60;younger;67;91;1;1;female;2;6
60;younger;68;47;1;0;female;2;6
60;younger;69;79;1;1;female;2;6
60;younger;70;5;1;1;female;2;6
60;younger;71;46;1;1;female;2;6
60;younger;72;17;1;0;female;2;6
60;younger;73;87;0;0;female;2;6
60;younger;74;72;1;0;female;2;6
60;younger;75;23;1;0;female;2;6
60;younger;76;58;1;1;female;2;6
60;younger;77;43;1;0;female;2;6
60;younger;78;74;1;0;female;2;6
60;younger;79;30;1;1;female;2;6
60;younger;80;61;1;1;female;2;6
60;younger;81;88;1;1;female;2;6
60;younger;82;24;1;0;female;2;6
60;younger;83;65;1;1;female;2;6
60;younger;84;16;1;0;female;2;6
60;younger;85;41;1;1;female;2;6
60;younger;86;39;1;1;female;2;6
60;younger;87;11;1;1;female;2;6
60;younger;88;56;1;1;female;2;6
60;younger;89;21;1;0;female;2;6
60;younger;90;19;1;1;female;2;6
60;younger;91;52;1;1;female;2;6
60;younger;92;29;0;0;female;2;6
60;younger;93;36;1;0;female;2;6
60;younger;94;102;1;1;female;2;6
60;younger;95;97;1;0;female;2;6
60;younger;96;34;1;1;female;2;6
60;younger;97;64;1;0;female;2;6
60;younger;98;9;1;1;female;2;6
60;younger;99;1;1;1;female;2;6
60;younger;100;80;0;1;female;2;6
60;younger;101;12;1;1;female;2;6
60;younger;102;75;1;0;female;2;6
60;younger;103;40;1;1;female;2;6
60;younger;104;78;0;1;female;2;6
60;younger;105;37;1;1;female;2;6
61;older;1;101;0;0;female;1.25;9
61;older;2;7;0;1;female;1.25;9
61;older;3;26;1;1;female;1.25;9
61;older;4;5;0;1;female;1.25;9
61;older;5;20;0;0;female;1.25;9
61;older;6;94;1;NA;female;1.25;9
61;older;7;77;0;0;female;1.25;9
61;older;8;49;1;0;female;1.25;9
61;older;9;10;1;1;female;1.25;9
61;older;10;83;1;0;female;1.25;9
61;older;11;53;1;1;female;1.25;9
61;older;12;87;1;0;female;1.25;9
61;older;13;86;1;0;female;1.25;9
61;older;14;90;0;1;female;1.25;9
61;older;15;39;1;0;female;1.25;9
61;older;16;45;1;0;female;1.25;9
61;older;17;80;1;1;female;1.25;9
61;older;18;70;1;1;female;1.25;9
61;older;19;63;1;1;female;1.25;9
61;older;20;55;1;1;female;1.25;9
61;older;21;60;1;1;female;1.25;9
61;older;22;99;1;NA;female;1.25;9
61;older;23;17;1;0;female;1.25;9
61;older;24;41;NA;0;female;1.25;9
61;older;25;104;1;1;female;1.25;9
61;older;26;95;1;1;female;1.25;9
61;older;27;68;1;1;female;1.25;9
61;older;28;50;1;1;female;1.25;9
61;older;29;71;1;1;female;1.25;9
61;older;30;33;1;1;female;1.25;9
61;older;31;51;1;0;female;1.25;9
61;older;32;102;1;1;female;1.25;9
61;older;33;96;1;1;female;1.25;9
61;older;34;31;1;0;female;1.25;9
61;older;35;75;0;0;female;1.25;9
61;older;36;27;1;0;female;1.25;9
61;older;37;79;0;0;female;1.25;9
61;older;38;48;1;0;female;1.25;9
61;older;39;47;0;0;female;1.25;9
61;older;40;29;1;0;female;1.25;9
61;older;41;16;1;1;female;1.25;9
61;older;42;44;0;0;female;1.25;9
61;older;43;88;1;0;female;1.25;9
61;older;44;98;1;1;female;1.25;9
61;older;45;91;1;1;female;1.25;9
61;older;46;92;1;0;female;1.25;9
61;older;47;103;1;0;female;1.25;9
61;older;48;81;0;0;female;1.25;9
61;older;49;59;0;1;female;1.25;9
61;older;50;28;1;0;female;1.25;9
61;older;51;15;1;1;female;1.25;9
61;older;52;25;0;0;female;1.25;9
61;older;53;85;1;1;female;1.25;9
61;older;54;46;1;1;female;1.25;9
61;older;55;69;1;0;female;1.25;9
61;older;56;58;1;1;female;1.25;9
61;older;57;52;1;0;female;1.25;9
61;older;58;93;1;1;female;1.25;9
61;older;59;32;1;1;female;1.25;9
61;older;60;9;1;1;female;1.25;9
61;older;61;30;1;0;female;1.25;9
61;older;62;76;0;0;female;1.25;9
61;older;63;43;1;0;female;1.25;9
61;older;64;62;0;0;female;1.25;9
61;older;65;72;1;0;female;1.25;9
61;older;66;82;1;1;female;1.25;9
61;older;67;40;1;1;female;1.25;9
61;older;68;19;0;1;female;1.25;9
61;older;69;56;1;1;female;1.25;9
61;older;70;66;1;1;female;1.25;9
61;older;71;3;1;1;female;1.25;9
61;older;72;22;1;0;female;1.25;9
61;older;73;24;0;0;female;1.25;9
61;older;74;35;1;0;female;1.25;9
61;older;75;18;1;0;female;1.25;9
61;older;76;73;1;1;female;1.25;9
61;older;77;65;1;0;female;1.25;9
61;older;78;54;1;0;female;1.25;9
61;older;79;61;1;1;female;1.25;9
61;older;80;78;1;1;female;1.25;9
61;older;81;23;1;1;female;1.25;9
61;older;82;12;0;1;female;1.25;9
61;older;83;36;1;1;female;1.25;9
61;older;84;74;1;0;female;1.25;9
61;older;85;13;0;0;female;1.25;9
61;older;86;14;1;1;female;1.25;9
61;older;87;1;1;1;female;1.25;9
61;older;88;38;0;0;female;1.25;9
61;older;89;100;0;1;female;1.25;9
61;older;90;89;0;0;female;1.25;9
61;older;91;97;1;1;female;1.25;9
61;older;92;4;0;0;female;1.25;9
61;older;93;11;1;0;female;1.25;9
61;older;94;8;1;1;female;1.25;9
61;older;95;57;1;0;female;1.25;9
61;older;96;2;1;1;female;1.25;9
61;older;97;64;1;0;female;1.25;9
61;older;98;42;1;1;female;1.25;9
61;older;99;105;1;1;female;1.25;9
61;older;100;37;1;0;female;1.25;9
61;older;101;34;1;1;female;1.25;9
61;older;102;6;0;1;female;1.25;9
61;older;103;84;0;0;female;1.25;9
61;older;104;67;1;0;female;1.25;9
61;older;105;21;1;1;female;1.25;9
62;older;1;54;1;1;female;1.25;7
62;older;2;21;1;0;female;1.25;7
62;older;3;7;1;1;female;1.25;7
62;older;4;58;1;0;female;1.25;7
62;older;5;102;1;1;female;1.25;7
62;older;6;9;1;NA;female;1.25;7
62;older;7;32;0;0;female;1.25;7
62;older;8;36;1;0;female;1.25;7
62;older;9;50;1;1;female;1.25;7
62;older;10;33;1;0;female;1.25;7
62;older;11;76;0;0;female;1.25;7
62;older;12;37;1;0;female;1.25;7
62;older;13;88;1;0;female;1.25;7
62;older;14;72;1;0;female;1.25;7
62;older;15;34;1;0;female;1.25;7
62;older;16;23;0;1;female;1.25;7
62;older;17;44;1;1;female;1.25;7
62;older;18;10;1;1;female;1.25;7
62;older;19;24;1;1;female;1.25;7
62;older;20;39;1;1;female;1.25;7
62;older;21;55;1;1;female;1.25;7
62;older;22;68;1;NA;female;1.25;7
62;older;23;48;1;0;female;1.25;7
62;older;24;56;NA;0;female;1.25;7
62;older;25;98;1;1;female;1.25;7
62;older;26;60;1;1;female;1.25;7
62;older;27;95;1;1;female;1.25;7
62;older;28;25;1;1;female;1.25;7
62;older;29;30;1;1;female;1.25;7
62;older;30;63;1;1;female;1.25;7
62;older;31;5;1;0;female;1.25;7
62;older;32;12;0;0;female;1.25;7
62;older;33;40;1;1;female;1.25;7
62;older;34;14;0;1;female;1.25;7
62;older;35;65;1;1;female;1.25;7
62;older;36;87;1;0;female;1.25;7
62;older;37;80;1;1;female;1.25;7
62;older;38;13;0;1;female;1.25;7
62;older;39;3;1;1;female;1.25;7
62;older;40;73;1;0;female;1.25;7
62;older;41;57;1;1;female;1.25;7
62;older;42;61;1;1;female;1.25;7
62;older;43;46;1;0;female;1.25;7
62;older;44;47;1;1;female;1.25;7
62;older;45;28;1;1;female;1.25;7
62;older;46;89;1;0;female;1.25;7
62;older;47;22;1;0;female;1.25;7
62;older;48;62;1;1;female;1.25;7
62;older;49;74;1;0;female;1.25;7
62;older;50;90;1;0;female;1.25;7
62;older;51;78;1;1;female;1.25;7
62;older;52;17;1;1;female;1.25;7
62;older;53;59;1;1;female;1.25;7
62;older;54;64;0;0;female;1.25;7
62;older;55;101;1;0;female;1.25;7
62;older;56;105;1;1;female;1.25;7
62;older;57;97;1;0;female;1.25;7
62;older;58;104;0;0;female;1.25;7
62;older;59;70;1;1;female;1.25;7
62;older;60;69;1;1;female;1.25;7
62;older;61;83;1;0;female;1.25;7
62;older;62;18;0;0;female;1.25;7
62;older;63;81;1;0;female;1.25;7
62;older;64;45;0;0;female;1.25;7
62;older;65;11;1;0;female;1.25;7
62;older;66;38;0;0;female;1.25;7
62;older;67;20;0;0;female;1.25;7
62;older;68;85;1;0;female;1.25;7
62;older;69;41;0;0;female;1.25;7
62;older;70;4;1;1;female;1.25;7
62;older;71;51;1;1;female;1.25;7
62;older;72;16;1;0;female;1.25;7
62;older;73;8;1;1;female;1.25;7
62;older;74;71;1;0;female;1.25;7
62;older;75;79;0;1;female;1.25;7
62;older;76;96;1;1;female;1.25;7
62;older;77;26;1;0;female;1.25;7
62;older;78;86;1;0;female;1.25;7
62;older;79;29;1;1;female;1.25;7
62;older;80;91;1;1;female;1.25;7
62;older;81;2;0;0;female;1.25;7
62;older;82;94;1;0;female;1.25;7
62;older;83;92;0;0;female;1.25;7
62;older;84;1;1;0;female;1.25;7
62;older;85;99;1;1;female;1.25;7
62;older;86;35;1;1;female;1.25;7
62;older;87;19;1;1;female;1.25;7
62;older;88;93;1;1;female;1.25;7
62;older;89;27;1;0;female;1.25;7
62;older;90;6;1;1;female;1.25;7
62;older;91;67;1;1;female;1.25;7
62;older;92;49;1;1;female;1.25;7
62;older;93;53;1;0;female;1.25;7
62;older;94;75;1;1;female;1.25;7
62;older;95;43;1;0;female;1.25;7
62;older;96;100;1;1;female;1.25;7
62;older;97;84;1;0;female;1.25;7
62;older;98;103;0;0;female;1.25;7
62;older;99;15;1;1;female;1.25;7
62;older;100;66;1;0;female;1.25;7
62;older;101;82;1;1;female;1.25;7
62;older;102;77;0;1;female;1.25;7
62;older;103;52;1;1;female;1.25;7
62;older;104;31;1;0;female;1.25;7
62;older;105;42;0;0;female;1.25;7
63;older;1;55;1;1;male;1.25;9
63;older;2;19;1;0;male;1.25;9
63;older;3;17;1;1;male;1.25;9
63;older;4;27;0;1;male;1.25;9
63;older;5;51;1;1;male;1.25;9
63;older;6;103;1;NA;male;1.25;9
63;older;7;9;1;1;male;1.25;9
